Complaint_ID,Date_Reported,Customer_ID,Region,Complaint_Type,Service_Type,Description,Priority,Status,Resolution_Date,Resolution_Time_Days,Customer_Satisfaction
COMP-00205,2025-01-14,CUST-4522,South,Poor Voice Quality,Fixed Line,Customer reported sms failure issue,Medium,Closed,,,3.0
COMP-00206,2025-02-11,CUST-8445,West,Billing Issue,Mobile,Customer reported sms failure issue,Critical,Closed,2025-02-17,6.0,4.0
COMP-00207,2025-03-16,CUST-6147,West,Service Outage,TV,Customer reported poor voice quality issue,Low,Closed,2025-03-29,13.0,3.0
COMP-00208,2025-01-27,CUST-8393,Central,SMS Failure,Fixed Line,Customer reported poor voice quality issue,Low,Closed,,,4.0
COMP-00209,2025-03-10,CUST-4711,South,SMS Failure,Fixed Line,Customer reported billing issue issue,Low,Open,,,
COMP-00210,2025-02-25,CUST-1998,Central,Billing Issue,Broadband,Customer reported call drop issue,Critical,Closed,2025-03-09,12.0,1.0
COMP-00211,2025-01-31,CUST-3203,Central,Call Drop,Fixed Line,Customer reported call drop issue,Critical,Closed,2025-02-06,6.0,3.0
COMP-00212,2025-02-05,CUST-4651,South,No Signal,Broadband,Customer reported no signal issue,Low,Closed,2025-02-14,9.0,3.0
COMP-00213,2025-02-02,CUST-9895,North,Service Outage,TV,Customer reported no signal issue,Low,Closed,2025-02-16,14.0,1.0
COMP-00214,2025-01-23,CUST-4036,South,Call Drop,Fixed Line,Customer reported call drop issue,Medium,Closed,2025-01-23,0.0,1.0
COMP-00215,2025-02-05,CUST-6607,Central,No Signal,Mobile,Customer reported billing issue issue,High,Closed,2025-02-12,7.0,3.0
COMP-00216,2025-03-20,CUST-4206,West,Slow Internet,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-03-28,8.0,1.0
COMP-00217,2025-01-06,CUST-7881,East,No Signal,TV,Customer reported call drop issue,Medium,Closed,2025-01-18,12.0,5.0
COMP-00218,2025-03-15,CUST-8517,North,Call Drop,Fixed Line,Customer reported service outage issue,High,Closed,2025-03-18,3.0,5.0
COMP-00219,2025-01-30,CUST-6112,West,No Signal,Fixed Line,Customer reported poor voice quality issue,Critical,Closed,2025-01-31,1.0,3.0
COMP-00220,2025-03-25,CUST-2542,South,Call Drop,TV,Customer reported billing issue issue,High,Closed,2025-04-03,9.0,1.0
COMP-00221,2025-02-13,CUST-1636,North,SMS Failure,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-02-26,13.0,2.0
COMP-00222,2025-01-19,CUST-2726,East,Call Drop,Fixed Line,Customer reported call drop issue,High,Closed,2025-01-29,10.0,3.0
COMP-00223,2025-03-09,CUST-8539,North,Slow Internet,Mobile,Customer reported billing issue issue,Low,Closed,2025-03-13,4.0,5.0
COMP-00224,2025-01-19,CUST-9559,Central,Service Outage,Broadband,Customer reported no signal issue,Medium,Closed,2025-01-19,0.0,5.0
COMP-00225,2025-02-09,CUST-3342,Central,Service Outage,Broadband,Customer reported slow internet issue,High,Closed,2025-02-23,14.0,2.0
COMP-00226,2025-02-06,CUST-1198,South,Slow Internet,Mobile,Customer reported poor voice quality issue,Medium,Closed,2025-02-07,1.0,5.0
COMP-00227,2025-02-05,CUST-1547,East,Call Drop,Broadband,Customer reported slow internet issue,Low,Closed,2025-02-15,10.0,4.0
COMP-00228,2025-02-25,CUST-6284,West,Service Outage,Broadband,Customer reported billing issue issue,Low,Closed,2025-02-28,3.0,5.0
COMP-00229,2025-03-12,CUST-4021,South,Slow Internet,Mobile,Customer reported poor voice quality issue,High,Closed,2025-03-14,2.0,1.0
COMP-00230,2025-03-20,CUST-3948,North,Slow Internet,Mobile,Customer reported slow internet issue,High,Closed,2025-03-24,4.0,2.0
COMP-00231,2025-03-25,CUST-9696,East,Call Drop,Mobile,Customer reported poor voice quality issue,Low,Closed,2025-03-25,0.0,5.0
COMP-00232,2025-03-07,CUST-6158,West,Service Outage,Mobile,Customer reported service outage issue,Low,Closed,2025-03-12,5.0,5.0
COMP-00233,2025-01-28,CUST-8464,East,Slow Internet,TV,Customer reported call drop issue,Low,Closed,2025-02-06,9.0,4.0
COMP-00234,2025-03-22,CUST-2919,North,Slow Internet,Broadband,Customer reported call drop issue,High,Closed,2025-03-30,8.0,3.0
COMP-00235,2025-01-14,CUST-6568,North,No Signal,TV,Customer reported poor voice quality issue,Low,Closed,2025-01-16,2.0,5.0
COMP-00236,2025-01-03,CUST-9431,West,No Signal,Fixed Line,Customer reported sms failure issue,Medium,Closed,2025-01-03,0.0,1.0
COMP-00237,2025-03-04,CUST-3418,South,Service Outage,Fixed Line,Customer reported poor voice quality issue,Low,Open,,,
COMP-00238,2025-01-16,CUST-7525,Central,Billing Issue,Fixed Line,Customer reported service outage issue,Medium,Closed,2025-01-27,11.0,3.0
COMP-00239,2025-01-27,CUST-1589,North,SMS Failure,Fixed Line,Customer reported poor voice quality issue,High,Closed,2025-01-29,2.0,5.0
COMP-00240,2025-03-12,CUST-2570,Central,No Signal,Mobile,Customer reported poor voice quality issue,High,Closed,2025-03-13,1.0,3.0
COMP-00241,2025-02-07,CUST-4667,North,Poor Voice Quality,Mobile,Customer reported call drop issue,Medium,Closed,2025-02-10,3.0,1.0
COMP-00242,2025-03-12,CUST-6612,North,Service Outage,Broadband,Customer reported call drop issue,Critical,Resolved,,,
COMP-00243,2025-03-30,CUST-6470,West,Poor Voice Quality,Mobile,Customer reported slow internet issue,Low,Closed,2025-04-13,14.0,5.0
COMP-00244,2025-03-30,CUST-6167,Central,Billing Issue,Fixed Line,Customer reported sms failure issue,Low,Closed,2025-04-06,7.0,1.0
COMP-00245,2025-02-22,CUST-9331,North,SMS Failure,Fixed Line,Customer reported billing issue issue,Critical,Closed,2025-03-08,14.0,1.0
COMP-00246,2025-02-11,CUST-9188,North,Poor Voice Quality,TV,Customer reported poor voice quality issue,Low,Closed,2025-02-25,14.0,5.0
COMP-00247,2025-03-19,CUST-2004,South,SMS Failure,Fixed Line,Customer reported service outage issue,Low,Closed,2025-03-28,9.0,1.0
COMP-00248,2025-02-21,CUST-1533,Central,SMS Failure,Mobile,Customer reported billing issue issue,Medium,Closed,2025-02-25,4.0,1.0
COMP-00249,2025-02-16,CUST-6609,Central,No Signal,TV,Customer reported slow internet issue,Medium,Closed,2025-02-20,4.0,2.0
COMP-00250,2025-02-19,CUST-3780,South,Call Drop,Mobile,Customer reported billing issue issue,Medium,Closed,2025-02-22,3.0,1.0
COMP-00251,2025-03-17,CUST-4584,Central,SMS Failure,Mobile,Customer reported slow internet issue,Critical,Open,,,
COMP-00252,2025-01-04,CUST-4651,South,No Signal,Broadband,Customer reported poor voice quality issue,Medium,Closed,2025-01-08,4.0,1.0
COMP-00253,2025-02-13,CUST-1293,Central,Call Drop,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-02-27,14.0,2.0
COMP-00254,2025-01-14,CUST-8358,West,Billing Issue,Mobile,Customer reported call drop issue,Medium,Closed,2025-01-22,8.0,2.0
COMP-00255,2025-03-20,CUST-6128,North,SMS Failure,Broadband,Customer reported sms failure issue,Medium,Closed,2025-03-24,4.0,2.0
COMP-00256,2025-03-30,CUST-1151,East,SMS Failure,TV,Customer reported sms failure issue,Critical,Closed,2025-04-04,5.0,4.0
COMP-00257,2025-01-31,CUST-8047,West,Call Drop,TV,Customer reported poor voice quality issue,Medium,Closed,2025-02-08,8.0,5.0
COMP-00258,2025-01-31,CUST-5512,Central,Poor Voice Quality,TV,Customer reported billing issue issue,High,Closed,2025-02-08,8.0,1.0
COMP-00259,2025-02-09,CUST-4975,Central,Billing Issue,Mobile,Customer reported billing issue issue,Critical,Closed,2025-02-09,0.0,5.0
COMP-00260,2025-01-27,CUST-4365,South,Poor Voice Quality,Mobile,Customer reported billing issue issue,Low,In Progress,,,
COMP-00261,2025-02-09,CUST-6022,North,Service Outage,Broadband,Customer reported slow internet issue,High,In Progress,,,
COMP-00262,2025-03-14,CUST-2092,Central,SMS Failure,Broadband,Customer reported call drop issue,Medium,Closed,,,1.0
COMP-00263,2025-01-06,CUST-8889,South,SMS Failure,Mobile,Customer reported slow internet issue,Medium,Closed,2025-01-12,6.0,3.0
COMP-00264,2025-03-26,CUST-4306,East,No Signal,Broadband,Customer reported slow internet issue,Low,Closed,2025-04-09,14.0,4.0
COMP-00265,2025-01-17,CUST-3589,South,SMS Failure,Mobile,Customer reported billing issue issue,Low,Closed,2025-01-23,6.0,4.0
COMP-00266,2025-02-11,CUST-7216,Central,Billing Issue,Mobile,Customer reported poor voice quality issue,High,Closed,2025-02-23,12.0,2.0
COMP-00267,2025-02-05,CUST-3323,North,Poor Voice Quality,Fixed Line,Customer reported no signal issue,Medium,Closed,2025-02-14,9.0,2.0
COMP-00268,2025-03-27,CUST-5693,East,Poor Voice Quality,TV,Customer reported sms failure issue,Medium,Closed,2025-04-08,12.0,4.0
COMP-00269,2025-02-24,CUST-3111,East,Billing Issue,Mobile,Customer reported call drop issue,Medium,Closed,2025-02-26,2.0,2.0
COMP-00270,2025-03-15,CUST-1332,Central,Call Drop,Broadband,Customer reported service outage issue,Low,Closed,2025-03-16,1.0,3.0
COMP-00271,2025-03-25,CUST-8624,Central,Billing Issue,Mobile,Customer reported call drop issue,Critical,Closed,2025-04-06,12.0,3.0
COMP-00272,2025-03-19,CUST-6419,East,SMS Failure,TV,Customer reported poor voice quality issue,Medium,Closed,2025-04-02,14.0,2.0
COMP-00273,2025-01-15,CUST-2065,South,Billing Issue,Fixed Line,Customer reported billing issue issue,High,Closed,2025-01-26,11.0,3.0
COMP-00274,2025-01-23,CUST-1148,South,Call Drop,TV,Customer reported slow internet issue,Medium,Closed,2025-01-29,6.0,4.0
COMP-00275,2025-01-22,CUST-4025,North,Billing Issue,Broadband,Customer reported no signal issue,Medium,Resolved,,,
COMP-00276,2025-01-03,CUST-1675,South,Call Drop,Broadband,Customer reported sms failure issue,Low,Closed,2025-01-07,4.0,5.0
COMP-00277,2025-01-29,CUST-8931,Central,Call Drop,Mobile,Customer reported call drop issue,High,Closed,2025-01-31,2.0,4.0
COMP-00278,2025-02-08,CUST-5047,West,Billing Issue,TV,Customer reported sms failure issue,Critical,Closed,2025-02-17,9.0,2.0
COMP-00279,2025-02-03,CUST-3251,West,Poor Voice Quality,Mobile,Customer reported billing issue issue,Critical,Closed,2025-02-13,10.0,4.0
COMP-00280,2025-03-01,CUST-2969,North,Poor Voice Quality,Mobile,Customer reported service outage issue,Low,Closed,,,3.0
COMP-00281,2025-02-23,CUST-4260,North,Poor Voice Quality,Mobile,Customer reported billing issue issue,Medium,Closed,2025-03-08,13.0,4.0
COMP-00282,2025-01-14,CUST-7494,South,Call Drop,Mobile,Customer reported call drop issue,Critical,Closed,2025-01-17,3.0,4.0
COMP-00283,2025-03-12,CUST-5251,South,Slow Internet,Mobile,Customer reported sms failure issue,Low,Closed,2025-03-25,13.0,5.0
COMP-00284,2025-02-03,CUST-4062,South,Slow Internet,Fixed Line,Customer reported service outage issue,High,Closed,2025-02-12,9.0,5.0
COMP-00285,2025-02-26,CUST-8061,Central,SMS Failure,Mobile,Customer reported slow internet issue,Critical,Closed,2025-03-08,10.0,3.0
COMP-00286,2025-01-12,CUST-2163,South,No Signal,Mobile,Customer reported service outage issue,High,Closed,2025-01-25,13.0,3.0
COMP-00287,2025-02-05,CUST-8005,East,Billing Issue,Mobile,Customer reported slow internet issue,Low,Closed,2025-02-05,0.0,4.0
COMP-00288,2025-03-03,CUST-7981,South,Slow Internet,TV,Customer reported no signal issue,Low,In Progress,,,
COMP-00289,2025-03-13,CUST-7250,North,Poor Voice Quality,Mobile,Customer reported sms failure issue,Medium,Closed,2025-03-13,0.0,3.0
COMP-00290,2025-02-01,CUST-6211,South,Billing Issue,Fixed Line,Customer reported service outage issue,Low,Closed,2025-02-14,13.0,1.0
COMP-00291,2025-02-10,CUST-1822,Central,Slow Internet,TV,Customer reported call drop issue,Medium,Closed,2025-02-23,13.0,5.0
COMP-00292,2025-03-31,CUST-5180,South,Billing Issue,TV,Customer reported service outage issue,Critical,Closed,2025-04-04,4.0,5.0
COMP-00293,2025-01-17,CUST-2704,North,Call Drop,Fixed Line,Customer reported slow internet issue,Low,Open,,,
COMP-00294,2025-02-27,CUST-5821,West,No Signal,Fixed Line,Customer reported no signal issue,Critical,Closed,2025-03-02,3.0,3.0
COMP-00295,2025-01-06,CUST-6461,East,SMS Failure,Mobile,Customer reported call drop issue,Critical,Closed,2025-01-16,10.0,2.0
COMP-00296,2025-02-21,CUST-3564,South,Billing Issue,Fixed Line,Customer reported billing issue issue,Critical,Closed,2025-03-03,10.0,3.0
COMP-00297,2025-01-08,CUST-3138,East,No Signal,Fixed Line,Customer reported slow internet issue,Medium,Closed,2025-01-10,2.0,5.0
COMP-00298,2025-02-24,CUST-6345,East,Poor Voice Quality,Mobile,Customer reported sms failure issue,Low,Closed,2025-03-08,12.0,3.0
COMP-00299,2025-01-07,CUST-4988,Central,Slow Internet,Fixed Line,Customer reported slow internet issue,Low,Closed,2025-01-14,7.0,3.0
COMP-00300,2025-03-10,CUST-1802,West,Poor Voice Quality,Fixed Line,Customer reported sms failure issue,High,Resolved,,,
COMP-00301,2025-01-24,CUST-5249,Central,Poor Voice Quality,Fixed Line,Customer reported slow internet issue,Low,Closed,2025-01-29,5.0,1.0
COMP-00302,2025-02-14,CUST-6268,South,No Signal,TV,Customer reported poor voice quality issue,High,Closed,2025-02-26,12.0,5.0
COMP-00303,2025-01-05,CUST-4448,South,SMS Failure,Fixed Line,Customer reported poor voice quality issue,Medium,Closed,2025-01-08,3.0,3.0
COMP-00304,2025-01-02,CUST-4837,Central,No Signal,Mobile,Customer reported slow internet issue,Low,Closed,2025-01-08,6.0,2.0
COMP-00305,2025-02-08,CUST-3821,Central,SMS Failure,TV,Customer reported slow internet issue,Low,Open,,,
COMP-00306,2025-03-14,CUST-5674,West,Call Drop,TV,Customer reported call drop issue,Low,Closed,2025-03-15,1.0,3.0
COMP-00307,2025-02-11,CUST-4156,Central,SMS Failure,Mobile,Customer reported service outage issue,Low,Closed,2025-02-16,5.0,3.0
COMP-00308,2025-01-30,CUST-9442,Central,Call Drop,Mobile,Customer reported sms failure issue,High,Closed,2025-02-12,13.0,2.0
COMP-00309,2025-02-25,CUST-5475,North,No Signal,Mobile,Customer reported poor voice quality issue,Medium,Closed,2025-02-27,2.0,5.0
COMP-00310,2025-01-28,CUST-1653,West,SMS Failure,Broadband,Customer reported billing issue issue,Low,Open,,,
COMP-00311,2025-02-13,CUST-1139,South,Call Drop,Broadband,Customer reported no signal issue,Critical,Closed,2025-02-15,2.0,3.0
COMP-00312,2025-01-14,CUST-3408,East,Slow Internet,TV,Customer reported no signal issue,High,Closed,2025-01-25,11.0,2.0
COMP-00313,2025-01-24,CUST-3496,West,Poor Voice Quality,Fixed Line,Customer reported service outage issue,High,Closed,2025-01-31,7.0,5.0
COMP-00314,2025-02-24,CUST-4762,Central,Service Outage,Mobile,Customer reported poor voice quality issue,High,Closed,2025-03-08,12.0,4.0
COMP-00315,2025-03-15,CUST-7101,Central,No Signal,Mobile,Customer reported billing issue issue,High,Closed,2025-03-28,13.0,5.0
COMP-00316,2025-03-06,CUST-2784,Central,Slow Internet,Broadband,Customer reported call drop issue,Critical,Closed,2025-03-11,5.0,2.0
COMP-00317,2025-02-16,CUST-3994,North,Poor Voice Quality,TV,Customer reported slow internet issue,Critical,Closed,2025-02-25,9.0,5.0
COMP-00318,2025-01-08,CUST-9602,South,Poor Voice Quality,Mobile,Customer reported slow internet issue,Low,Closed,2025-01-21,13.0,5.0
COMP-00319,2025-02-22,CUST-7136,Central,Call Drop,Mobile,Customer reported call drop issue,Low,Closed,2025-03-08,14.0,5.0
COMP-00320,2025-01-21,CUST-1465,South,Poor Voice Quality,TV,Customer reported service outage issue,Critical,Closed,2025-01-29,8.0,3.0
COMP-00321,2025-02-26,CUST-2715,West,Slow Internet,Fixed Line,Customer reported no signal issue,Medium,Closed,,,2.0
COMP-00322,2025-03-19,CUST-4975,West,Call Drop,TV,Customer reported call drop issue,Low,Closed,2025-03-28,9.0,5.0
COMP-00323,2025-03-04,CUST-1669,West,Poor Voice Quality,Broadband,Customer reported service outage issue,Critical,Closed,2025-03-04,0.0,4.0
COMP-00324,2025-02-15,CUST-5460,North,No Signal,TV,Customer reported service outage issue,Critical,Closed,2025-02-23,8.0,2.0
COMP-00325,2025-02-19,CUST-8717,North,Slow Internet,TV,Customer reported service outage issue,Critical,Open,,,
COMP-00326,2025-02-06,CUST-9268,West,SMS Failure,Fixed Line,Customer reported billing issue issue,Critical,Closed,2025-02-18,12.0,4.0
COMP-00327,2025-03-23,CUST-3353,North,Service Outage,TV,Customer reported poor voice quality issue,Medium,Closed,2025-04-05,13.0,1.0
COMP-00328,2025-03-02,CUST-2622,Central,No Signal,Mobile,Customer reported billing issue issue,High,Closed,2025-03-13,11.0,4.0
COMP-00329,2025-02-18,CUST-9647,North,Billing Issue,TV,Customer reported billing issue issue,Low,Closed,2025-02-18,0.0,2.0
COMP-00330,2025-02-20,CUST-2340,South,Slow Internet,TV,Customer reported billing issue issue,Critical,Closed,2025-02-25,5.0,3.0
COMP-00331,2025-02-15,CUST-5374,South,Call Drop,Mobile,Customer reported billing issue issue,Low,Closed,2025-02-23,8.0,3.0
COMP-00332,2025-01-03,CUST-6042,East,Poor Voice Quality,TV,Customer reported poor voice quality issue,Medium,Closed,2025-01-16,13.0,2.0
COMP-00333,2025-03-27,CUST-3819,North,SMS Failure,TV,Customer reported sms failure issue,High,Closed,2025-04-06,10.0,4.0
COMP-00334,2025-02-27,CUST-1074,West,Billing Issue,Fixed Line,Customer reported no signal issue,Low,Closed,,,4.0
COMP-00335,2025-03-16,CUST-6944,North,No Signal,Fixed Line,Customer reported poor voice quality issue,Medium,Closed,2025-03-25,9.0,4.0
COMP-00336,2025-01-03,CUST-4599,North,Poor Voice Quality,Broadband,Customer reported sms failure issue,Critical,In Progress,,,
COMP-00337,2025-01-17,CUST-4238,East,Billing Issue,Fixed Line,Customer reported poor voice quality issue,Critical,Closed,2025-01-18,1.0,4.0
COMP-00338,2025-03-28,CUST-1777,North,Call Drop,Broadband,Customer reported call drop issue,Medium,Closed,2025-03-29,1.0,4.0
COMP-00339,2025-02-16,CUST-7757,Central,Call Drop,Broadband,Customer reported billing issue issue,Medium,Closed,2025-02-21,5.0,5.0
COMP-00340,2025-03-07,CUST-4494,South,Service Outage,Mobile,Customer reported no signal issue,Medium,Closed,2025-03-07,0.0,3.0
COMP-00341,2025-01-22,CUST-4771,Central,SMS Failure,TV,Customer reported call drop issue,Low,Resolved,,,
COMP-00342,2025-03-31,CUST-7512,East,Slow Internet,Broadband,Customer reported no signal issue,Low,Closed,2025-04-01,1.0,2.0
COMP-00343,2025-01-29,CUST-8841,Central,Billing Issue,Broadband,Customer reported sms failure issue,Critical,Resolved,,,
COMP-00344,2025-03-07,CUST-3575,West,Call Drop,Fixed Line,Customer reported no signal issue,Low,Closed,2025-03-12,5.0,2.0
COMP-00345,2025-03-07,CUST-8509,Central,Service Outage,Mobile,Customer reported sms failure issue,Critical,Closed,2025-03-10,3.0,4.0
COMP-00346,2025-03-04,CUST-8661,Central,SMS Failure,TV,Customer reported slow internet issue,High,Closed,2025-03-15,11.0,1.0
COMP-00347,2025-02-04,CUST-1815,North,Service Outage,Broadband,Customer reported no signal issue,Critical,Closed,2025-02-16,12.0,4.0
COMP-00348,2025-02-04,CUST-5369,East,Call Drop,Mobile,Customer reported slow internet issue,High,Resolved,,,
COMP-00349,2025-01-21,CUST-8728,West,Slow Internet,TV,Customer reported no signal issue,Low,Closed,2025-01-22,1.0,5.0
COMP-00350,2025-02-21,CUST-3987,South,Slow Internet,TV,Customer reported service outage issue,Critical,Closed,2025-03-07,14.0,3.0
COMP-00351,2025-03-28,CUST-8244,West,Service Outage,Mobile,Customer reported poor voice quality issue,Medium,Closed,,,2.0
COMP-00352,2025-02-22,CUST-8221,North,SMS Failure,Fixed Line,Customer reported service outage issue,Critical,Closed,2025-03-01,7.0,5.0
COMP-00353,2025-03-28,CUST-2972,West,No Signal,Mobile,Customer reported call drop issue,Medium,Closed,2025-04-09,12.0,4.0
